,RegionName,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,# of Bedrooms,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08
195,10457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,1425.0,1425.0,1350.0,1392.5,1392.5,1390.0,1382.5,1400.0,1390.0,1350.0,1349.0,1400.0,1435.0,1435.0,1425.0,1400.0,1436.0,1498.0,1475.0,1500.0,1500.0,1595.0,1500.0,1500.0,1525.0,1500.0,1500.0,1600.0,1600.0,1600.0,1592.0,1600.0,1537.5,1599.5,1575.0,1595.0,1700.0,1600.0,1675.0,1700.0,1675.0,1725.0,1799.0,1850.0,1800.0,1750.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1800.0,1800.0,1825.0,1825.0,1825.0,1801.0,1800.0,1800.0,1800.0,1800.0,1850.0,1850.0,1837.5,1800.0,1950.0,1950.0,2,0.0,0.0,0.0,0.0,0.0,0.0
230,11218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,1700.0,1675.0,1795.0,1760.0,1800.0,1800.0,1825.0,1850.0,1900.0,1825.0,2000.0,1850.0,1750.0,1875.0,1795.0,1825.0,1950.0,1895.0,1865.0,1895.0,2000.0,2000.0,2000.0,2137.5,2200.0,2250.0,2300.0,2275.0,2274.5,2300.0,2200.0,2200.0,2200.0,2200.0,2200.0,2195.0,2196.0,2100.0,2150.0,2250.0,2375.0,2325.0,2300.0,2300.0,2300.0,2300.0,2295.0,2250.0,2350.0,2400.0,2400.0,2400.0,2400.0,2250.0,2250.0,2200.0,2200.0,2200.0,2300.0,2251.0,2350.0,2250.0,2200.0,2200.0,2200.0,2125.0,2295.0,2300.0,2172.5,2300.0,2300.0,2393.0,2375.0,2363.0,2400.0,2300.0,2250.0,2292.5,2250.0,2274.5,2300.0,2300.0,2275.0,2300.0,2315.0,2400.0,2475.0,2400.0,2300.0,2300.0,2325.5,2215.0,2250.0,2266.0,2200.0,2350.0,2497.0,2499.0,2,0.0,0.0,0.0,0.0,0.0,0.0
233,11223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1500.0,1500.0,1500.0,1550.0,1550.0,1570.0,1595.0,1595.0,1500.0,1500.0,1600.0,1550.0,1500.0,1575.0,1600.0,1600.0,1600.0,1600.0,1600.0,1650.0,1700.0,1750.0,1775.0,1750.0,1750.0,1750.0,1725.0,1687.5,1650.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1625.0,1700.0,1700.0,1650.0,1625.0,1750.0,1700.0,1675.0,1650.0,1772.5,1800.0,1795.0,1750.0,1750.0,1775.0,1850.0,1850.0,1800.0,1850.0,1850.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1800.0,1785.0,1800.0,1995.0,1850.0,1874.5,1850.0,1825.0,1800.0,1850.0,1862.5,1850.0,1862.5,1850.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1899.0,1900.0,1900.0,1850.0,1800.0,1900.0,1900.0,1800.0,1900.0,1900.0,1900.0,1900.0,1900.0,1995.0,1950.0,2,0.0,0.0,0.0,0.0,0.0,0.0
238,10021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,4447.5,4500.0,4125.0,4375.0,4100.0,4300.0,4200.0,4250.0,4000.0,4100.0,4200.0,4100.0,4280.0,4000.0,4000.0,4100.0,4100.0,4147.5,4550.0,4200.0,4100.0,4000.0,3970.0,3900.0,4050.0,3847.5,4000.0,3925.0,4000.0,4000.0,3600.0,3595.0,3595.0,3500.0,3597.5,3797.5,3895.0,3650.0,4100.0,4000.0,3950.0,4000.0,3995.0,3499.0,3700.0,3700.0,3445.0,3700.0,3666.0,3650.0,3795.0,3900.0,4000.0,4000.0,4000.0,4000.0,3600.0,3550.0,3600.0,3650.0,2,0.0,0.0,0.0,0.0,0.0,0.0
272,11208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850.0,1850.0,1850.0,1850.0,1850.0,1700.0,1800.0,1850.0,1850.0,1900.0,1950.0,1874.5,1850.0,2100.0,2150.0,2,0.0,0.0,0.0,0.0,0.0,0.0
284,11225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1662.5,1700.0,1750.0,1700.0,1650.0,1678.0,1700.0,1700.0,1700.0,1700.0,1700.0,1669.0,1700.0,1850.0,1700.0,1700.0,1700.0,1700.0,1800.0,1950.0,1850.0,1850.0,1900.0,2000.0,2000.0,2000.0,2199.0,2100.0,2050.0,1950.0,1900.0,1950.0,2000.0,2000.0,2000.0,2100.0,2076.5,2050.0,2000.0,2000.0,2100.0,2200.0,2232.5,2200.0,2200.0,2200.0,2250.0,2195.0,2200.0,2350.0,2400.0,2400.0,2350.0,2350.0,2300.0,2300.0,2300.0,2300.0,2365.0,2400.0,2400.0,2400.0,2500.0,2650.0,2500.0,2200.0,2300.0,2300.0,2250.0,2300.0,2324.5,2399.0,2350.0,2322.5,2295.0,2250.0,2267.0,2267.0,2298.0,2304.0,2350.0,2395.0,2400.0,2400.0,2499.0,2498.5,2495.0,2452.0,2456.0,2400.0,2400.0,2395.0,2399.0,2350.0,2399.0,2482.0,2499.0,2512.5,2,0.0,0.0,0.0,0.0,0.0,0.0
303,11204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,1400.0,1500.0,1500.0,1500.0,1500.0,1495.0,1500.0,1550.0,1550.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1600.0,1600.0,1550.0,1550.0,1700.0,1597.5,1500.0,1500.0,1550.0,1500.0,1500.0,1500.0,1550.0,1600.0,1575.0,1550.0,1600.0,1695.0,1700.0,1650.0,1500.0,1600.0,1595.0,1600.0,1600.0,1600.0,1650.0,1650.0,1700.0,1700.0,1687.5,1700.0,1700.0,1700.0,1700.0,1700.0,1750.0,1700.0,1750.0,1800.0,1800.0,1750.0,1750.0,1750.0,1787.5,1725.0,1800.0,1800.0,1800.0,1900.0,1850.0,1800.0,1750.0,1750.0,1750.0,1750.0,1750.0,1760.0,1750.0,1700.0,1700.0,1800.0,1800.0,1750.0,1750.0,1700.0,1750.0,1700.0,1800.0,1750.0,1700.0,1750.0,1750.0,1800.0,1850.0,1850.0,1850.0,1850.0,2,0.0,0.0,0.0,0.0,0.0,0.0
308,10032,0.0,0.0,0.0,0.0,0.0,1550.0,1600.0,1650.0,1625.0,1685.0,1695.0,1650.0,1695.0,1650.0,1650.0,1680.0,1650.0,1650.0,1650.0,1650.0,1695.0,1750.0,1750.0,1800.0,1800.0,1785.0,1750.0,1775.0,1795.0,1800.0,1800.0,1800.0,1850.0,1887.0,1895.0,1875.0,1852.5,1850.0,1895.0,1900.0,1900.0,1900.0,1945.0,1950.0,1950.0,1950.0,1900.0,1950.0,1995.0,1995.0,1950.0,1975.0,1975.0,1975.0,1962.5,2000.0,1995.0,1999.0,2050.0,2050.0,2050.0,2095.0,2000.0,2000.0,2000.0,2000.0,2036.0,2000.0,2000.0,1992.5,1995.0,2000.0,1997.5,2018.0,2000.0,1995.0,2095.0,2050.0,2050.0,2100.0,2150.0,2150.0,2197.0,2145.0,2100.0,2100.0,2030.5,2000.0,2100.0,2050.0,2100.0,2100.0,2100.0,2100.0,2150.0,2195.0,2150.0,2150.0,2095.0,2100.0,2050.0,2100.0,2095.0,2095.0,2150.0,2200.0,2205.0,2195.0,2,0.0,0.0,0.0,0.0,0.0,0.0
313,11219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,2199.0,2150.0,2000.0,2000.0,2000.0,1900.0,1900.0,1890.0,1850.0,1899.0,1900.0,1899.0,1825.0,1800.0,1800.0,1800.0,1774.5,1799.5,1800.0,1800.0,1925.0,2000.0,1980.0,1900.0,1900.0,1950.0,1900.0,1900.0,1875.0,1900.0,1895.0,2100.0,2100.0,2,0.0,0.0,0.0,0.0,0.0,0.0
317,11213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597.5,1500.0,1500.0,1500.0,1499.5,1550.0,1600.0,1562.5,1575.0,1550.0,1575.0,1550.0,1500.0,1500.0,1500.0,1500.0,1475.0,1500.0,1500.0,1545.0,1600.0,1637.5,1800.0,1799.5,1800.0,1800.0,1799.0,2000.0,1995.0,1900.0,1800.0,1800.0,1800.0,1825.0,1900.0,1995.0,1990.0,2000.0,2000.0,1950.0,1999.0,1950.0,1950.0,1900.0,1900.0,1950.0,2000.0,2100.0,2200.0,2200.0,2199.0,2100.0,2000.0,2000.0,2000.0,1950.0,1950.0,2100.0,2125.0,2100.0,2000.0,2195.0,2295.0,2300.0,2199.0,2100.0,2000.0,1982.5,2000.0,2050.0,2100.0,2175.0,2108.0,2157.5,2047.5,2050.0,2155.0,2172.5,2100.0,2200.0,2250.0,2300.0,2350.0,2355.0,2300.0,2200.0,2250.0,2295.0,2200.0,2128.5,2200.0,2100.0,2197.5,2200.0,2292.5,2375.0,2400.0,2400.0,2,0.0,0.0,0.0,0.0,0.0,0.0
353,11203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,1950.0,2000.0,1997.5,2000.0,2100.0,1900.0,1972.5,1899.0,2000.0,2195.0,2000.0,2050.0,1950.0,2000.0,2090.5,2050.0,2000.0,2,0.0,0.0,0.0,0.0,0.0,0.0
355,11368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,1750.0,1824.5,1849.0,1849.0,1800.0,1849.0,1975.0,1995.0,2000.0,2150.0,2195.0,2100.0,2200.0,2200.0,2125.0,2125.0,2050.0,2075.0,2150.0,2245.0,2245.0,2005.0,2200.0,2260.0,2210.0,2225.0,2095.0,2115.0,2272.5,2172.5,2230.0,2235.0,2200.0,2200.0,2150.0,2100.0,2000.0,1900.0,2210.0,2212.5,2210.0,2120.0,2200.0,2200.0,2200.0,2100.0,2132.5,2200.0,2100.0,2150.0,2150.0,2100.0,2247.5,2200.0,2195.0,2200.0,2210.0,2231.0,2300.0,2400.0,2,0.0,0.0,0.0,0.0,0.0,0.0
364,10031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,1995.0,1850.0,1800.0,1800.0,1800.0,1800.0,1850.0,1895.0,2000.0,2000.0,2000.0,1995.0,1995.0,1975.0,1900.0,1900.0,1850.0,1947.5,1950.0,1950.0,1900.0,2000.0,2000.0,2000.0,2000.0,2000.0,1995.0,1995.0,1995.0,2000.0,2000.0,2100.0,2050.0,2100.0,2000.0,2095.0,2000.0,2100.0,2100.0,2095.0,2000.0,2100.0,2100.0,2100.0,2100.0,2195.0,2250.0,2200.0,2195.0,2300.0,2200.0,2300.0,2300.0,2292.0,2195.0,2155.0,2195.0,2200.0,2100.0,2075.0,2250.0,2075.0,2258.5,2295.5,2295.5,2300.0,2350.0,2300.0,2300.0,2291.0,2300.0,2250.0,2185.0,2100.0,2195.0,2200.0,2237.5,2395.0,2400.0,2395.0,2400.0,2395.0,2400.0,2350.0,2290.0,2250.0,2292.0,2377.0,2292.5,2283.0,2300.0,2399.5,2400.0,2400.0,2,0.0,0.0,0.0,0.0,0.0,0.0
365,11220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,1560.0,1600.0,1600.0,1650.0,1650.0,1599.0,1500.0,1550.0,1550.0,1600.0,1600.0,1600.0,1625.0,1655.0,1675.0,1550.0,1550.0,1650.0,1650.0,1650.0,1677.5,1700.0,1700.0,1750.0,1750.0,1700.0,1750.0,1700.0,1750.0,1750.0,1750.0,1750.0,1725.0,1700.0,1700.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1850.0,1800.0,1800.0,1825.0,1900.0,1950.0,1900.0,1900.0,1950.0,1950.0,1950.0,1900.0,1900.0,2000.0,2000.0,2000.0,1999.0,2000.0,2000.0,2000.0,2000.0,1975.0,1975.0,2000.0,2000.0,2000.0,2000.0,2000.0,1999.0,2000.0,2050.0,2100.0,2000.0,2000.0,1950.0,1900.0,1900.0,1937.5,2000.0,1999.0,2000.0,2154.0,2200.0,2200.0,2047.5,2000.0,2000.0,1992.0,2000.0,2100.0,2099.0,2000.0,2000.0,2049.5,2200.0,2199.0,2197.0,2,0.0,0.0,0.0,0.0,0.0,0.0
373,11216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1600.0,1600.0,1600.0,1600.0,1700.0,1600.0,1670.0,1750.0,1800.0,1950.0,1999.0,1900.0,1800.0,1900.0,1950.0,1850.0,1850.0,1800.0,1800.0,1900.0,1900.0,1950.0,2000.0,2100.0,2150.0,2200.0,2150.0,2150.0,2100.0,2100.0,2095.0,2150.0,2199.0,2200.0,2162.5,2200.0,2250.0,2299.5,2300.0,2300.0,2297.0,2368.0,2368.0,2350.0,2368.0,2400.0,2400.0,2450.0,2400.0,2450.0,2450.0,2490.0,2400.0,2363.0,2400.0,2400.0,2400.0,2400.0,2400.0,2450.0,2490.0,2500.0,2500.0,2495.0,2595.0,2395.0,2400.0,2450.0,2450.0,2426.0,2399.0,2400.0,2400.0,2500.0,2450.0,2400.0,2400.0,2399.0,2372.5,2392.5,2400.0,2450.0,2400.0,2400.0,2400.0,2500.0,2500.0,2400.0,2400.0,2400.0,2400.0,2400.0,2500.0,2550.0,2587.5,2590.0,2500.0,2582.0,2,0.0,0.0,0.0,0.0,0.0,0.0
419,10014,0.0,0.0,0.0,0.0,3595.0,3595.0,3600.0,3600.0,3800.0,3600.0,3600.0,3781.5,3800.0,3800.0,3897.5,3800.0,3895.0,3895.0,4197.5,3900.0,3895.0,3995.0,4150.0,4200.0,4200.0,4250.0,4250.0,4239.5,4000.0,4095.0,4000.0,4000.0,4195.0,4100.0,4200.0,4200.0,4200.0,4325.0,4395.0,4400.0,4350.0,4370.0,4350.0,4300.0,4199.0,4195.0,4197.5,3997.5,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4200.0,4200.0,4200.0,4200.0,4100.0,4100.0,4200.0,4200.0,4195.0,4195.0,4234.0,4175.0,4200.0,4050.0,4037.5,4000.0,4150.0,3997.5,4000.0,4000.0,3900.0,4000.0,4100.0,4234.0,4200.0,4200.0,4050.0,4000.0,4000.0,4000.0,4000.0,4100.0,4000.0,4150.0,4200.0,4200.0,4186.5,4250.0,4216.0,4200.0,4125.0,4200.0,4185.5,4200.0,4495.0,4370.0,4234.0,4100.0,4200.0,4200.0,4300.0,4250.0,4200.0,2,0.0,0.0,0.0,0.0,0.0,0.0
426,11354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1710.0,1697.5,1695.0,1700.0,1750.0,1750.0,1750.0,1650.0,1650.0,1697.5,1700.0,1675.0,1750.0,1750.0,1795.0,1795.0,1800.0,1800.0,1795.0,1795.0,1850.0,1850.0,1850.0,1850.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1950.0,1984.0,1950.0,1995.0,2000.0,1950.0,1950.0,1950.0,1950.0,1999.0,1999.0,2100.0,1982.5,2000.0,2100.0,2100.0,2100.0,2050.0,2070.0,2100.0,2150.0,2100.0,2150.0,2100.0,1924.5,2200.0,1975.0,2000.0,2100.0,2150.0,2100.0,2100.0,2190.0,2200.0,2300.0,2300.0,2295.0,2300.0,2350.0,2350.0,2350.0,2300.0,2325.0,2300.0,2300.0,2250.0,2250.0,2295.0,2295.0,2200.0,2250.0,2250.0,2250.0,2150.0,2200.0,2200.0,2200.0,2250.0,2270.0,2250.0,2225.0,2250.0,2282.5,2300.0,2,0.0,0.0,0.0,0.0,0.0,0.0
472,10466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1650.0,1650.0,1650.0,1650.0,1700.0,1650.0,1650.0,1700.0,1600.0,1625.0,1700.0,1700.0,1725.0,1737.5,1775.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1875.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1862.5,1875.0,1900.0,1850.0,2,0.0,0.0,0.0,0.0,0.0,0.0
485,11374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.0,1799.0,1800.0,1850.0,1945.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1950.0,2000.0,2000.0,2100.0,2150.0,2100.0,2150.0,2075.0,2100.0,2100.0,2100.0,2195.0,2150.0,2164.0,2195.0,2195.0,2132.0,2125.0,2150.0,2150.0,2200.0,2200.0,2200.0,2211.0,2200.0,2250.0,2250.0,2250.0,2246.0,2225.0,2200.0,2150.0,2100.0,2250.0,2325.0,2300.0,2400.0,2350.0,2300.0,2375.0,2325.0,2250.0,2335.0,2335.0,2300.0,2337.5,2400.0,2300.0,2250.0,2357.0,2400.0,2300.0,2300.0,2300.0,2250.0,2300.0,2250.0,2300.0,2262.5,2325.0,2395.0,2375.0,2337.5,2450.0,2375.0,2350.0,2350.0,2350.0,2400.0,2317.5,2350.0,2300.0,2325.0,2375.0,2395.0,2400.0,2400.0,2350.0,2325.0,2395.0,2350.0,2400.0,2450.0,2400.0,2400.0,2400.0,2475.0,2,0.0,0.0,0.0,0.0,0.0,0.0
499,10036,0.0,0.0,0.0,0.0,2850.0,2587.5,2750.0,2850.0,2900.0,2950.0,2900.0,3000.0,3050.0,3199.0,3300.0,3400.0,3474.0,3395.0,3395.0,3395.0,3395.0,3423.0,3450.0,3450.0,3500.0,3500.0,3495.0,3495.0,3450.0,3400.0,3400.0,3450.0,3500.0,3495.0,3450.0,3400.0,3450.0,3490.0,3400.0,3400.0,3400.0,3450.0,3456.0,3475.0,3500.0,3590.0,4100.0,3850.0,3850.0,3900.0,3500.0,3800.0,3925.0,4192.5,4350.0,4225.0,3900.0,3825.0,3995.0,4200.0,3897.5,3895.0,3747.5,3500.0,3500.0,3700.0,3847.5,3900.0,3500.0,3500.0,3750.0,3600.0,3700.0,3697.5,3800.0,3647.5,3660.0,4000.0,3970.0,3700.0,4052.5,3600.0,3600.0,3637.5,3995.0,3747.5,3695.0,3900.0,3995.0,4000.0,3995.0,3910.0,3819.0,3695.0,3685.0,3700.0,3800.0,4300.0,4275.0,4500.0,4950.0,4300.0,3825.0,4190.0,3837.5,3997.0,3750.0,3650.0,2,0.0,0.0,0.0,0.0,0.0,0.0
527,10472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,1750.0,1799.0,1799.0,1800.0,1850.0,1900.0,2050.0,1875.0,1875.0,1912.5,1900.0,1950.0,1875.0,2,0.0,0.0,0.0,0.0,0.0,0.0
529,10473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.0,1500.0,1450.0,1453.5,1483.0,1457.0,1457.0,1457.0,1457.0,1505.0,1550.0,1550.0,1592.5,1600.0,1585.0,1550.0,1585.0,1567.5,1585.0,1550.0,1525.0,1592.5,1600.0,1592.5,1585.0,1585.0,1585.0,1600.0,1600.0,1650.0,1650.0,1625.0,1600.0,1625.0,1650.0,1672.5,1700.0,1585.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1700.0,1700.0,1700.0,1650.0,1650.0,1600.0,1775.0,1650.0,1700.0,1795.0,1825.0,1850.0,1900.0,1900.0,1900.0,1900.0,1900.0,1800.0,1800.0,1800.0,1800.0,1900.0,1900.0,1950.0,1800.0,1800.0,1925.0,1900.0,1925.0,1900.0,1900.0,1945.0,1920.0,1900.0,1900.0,1950.0,1900.0,1948.5,1889.5,1950.0,1900.0,2,0.0,0.0,0.0,0.0,0.0,0.0
547,10033,0.0,0.0,0.0,0.0,0.0,0.0,1795.0,1850.0,1700.0,1650.0,1800.0,1700.0,1800.0,1700.0,1650.0,1650.0,1750.0,1750.0,1750.0,1800.0,1795.0,1900.0,1800.0,1885.0,1895.0,1895.0,1837.5,1895.0,1800.0,1800.0,1797.5,1800.0,1800.0,1900.0,2000.0,2000.0,1900.0,1900.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1950.0,2050.0,1995.0,2037.5,2000.0,2000.0,2095.0,2037.5,2095.0,2000.0,1995.0,1995.0,1997.0,2050.0,2100.0,2225.0,2100.0,2125.0,2099.5,2072.5,2100.0,2150.0,2100.0,2100.0,2100.0,2000.0,1995.0,2100.0,2100.0,2000.0,2050.0,2089.0,2150.0,2200.0,2296.0,2300.0,2275.0,2300.0,2300.0,2293.5,2291.0,2300.0,2250.0,2200.0,2152.0,2150.0,2200.0,2292.0,2250.0,2200.0,2292.0,2300.0,2247.0,2272.5,2270.0,2200.0,2200.0,2125.0,2295.0,2250.0,2345.0,2347.5,2295.0,2336.0,2,0.0,0.0,0.0,0.0,0.0,0.0
609,11101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2990.0,3300.0,3300.0,3050.0,3413.0,3300.0,3413.0,3840.0,3500.0,3436.5,3622.5,3646.0,3644.0,3600.0,3490.0,3395.0,3395.0,3380.0,3380.0,3380.0,3380.0,3400.0,3460.0,3480.0,3415.0,3463.0,3405.0,3400.0,3400.0,3261.0,3461.0,3495.0,3461.0,3600.0,3541.0,3345.0,3300.0,3452.5,3436.5,3380.0,3417.0,3195.0,3350.0,3450.0,3450.0,3419.5,3300.0,3410.0,3452.5,3500.0,3331.5,3455.0,3340.0,3615.0,3622.5,3615.0,3663.0,3651.5,3600.0,3663.0,3702.5,3712.5,3700.0,3670.5,3705.0,3690.0,3663.0,3709.0,3760.0,3774.0,3783.0,3697.5,3700.0,3771.5,3800.0,3800.0,3815.0,3807.0,3784.0,3787.0,3820.0,3817.5,3815.0,3770.0,3800.0,2,0.0,0.0,0.0,0.0,0.0,0.0
